stn_code,year-month,so2,no2,rspm,spm,pm2_5
416,2014-09,2.7142857142857144,16.0,107.42857142857143,,
416,2014-10,2.789473684210526,24.57894736842105,227.3684210526316,,
416,2014-11,3.6666666666666665,38.22222222222222,370.0,,
416,2014-12,2.7142857142857144,22.714285714285715,239.14285714285714,,
416,2015-01,2.0,23.09090909090909,251.1818181818182,,
416,2015-02,2.4,36.8,194.8,,
416,2015-03,2.1818181818181817,27.681818181818183,115.9090909090909,,
416,2015-04,2.0,24.333333333333332,163.11111111111111,,
416,2015-05,3.375,22.5,217.875,,
416,2015-06,2.0,17.8,148.8,,
416,2015-07,2.3333333333333335,10.944444444444445,81.11111111111111,,
416,2015-08,2.25,12.75,63.083333333333336,,
416,2015-09,2.0,18.285714285714285,147.0,,
416,2015-10,2.1818181818181817,30.90909090909091,201.63636363636363,,
416,2015-11,3.5,41.75,279.14285714285717,,
416,2015-12,2.9,34.5,323.7,,
417,2013-01,2.2,27.8,236.2,,
417,2013-02,2.5833333333333335,19.833333333333332,144.5,,
417,2013-03,3.2,24.0,151.6,,
417,2013-04,2.6666666666666665,25.77777777777778,188.22222222222223,,
417,2013-05,3.1538461538461537,24.923076923076923,210.53846153846155,,
417,2013-06,2.0,18.0,110.5,,
417,2013-07,2.0,18.5,91.0,,
417,2013-08,4.25,32.25,180.75,,
417,2013-09,2.0,21.0,99.75,,
417,2013-10,2.5,30.75,209.0,,
417,2013-11,3.111111111111111,30.11111111111111,223.33333333333334,,
417,2013-12,3.0,32.0,215.0,,
417,2014-01,2.0,23.714285714285715,159.0,,
417,2014-02,2.473684210526316,27.157894736842106,174.1578947368421,,
417,2014-03,4.7,19.4,161.9,,
417,2014-04,3.6,24.8,148.2,,
417,2014-05,4.65,20.65,195.45,,
417,2014-06,2.3636363636363638,19.636363636363637,139.27272727272728,,
417,2014-07,2.3636363636363638,18.90909090909091,69.81818181818181,,
417,2014-08,2.0,20.153846153846153,125.84615384615384,,
417,2014-09,2.5,17.5,131.9,,
417,2014-10,2.7777777777777777,29.11111111111111,206.25,,
417,2014-11,3.6,30.733333333333334,248.53333333333333,,
417,2014-12,2.875,24.0,232.5,,
417,2015-01,2.25,27.181818181818183,213.45454545454547,,
417,2015-02,3.111111111111111,30.27777777777778,219.55555555555554,,
417,2015-03,3.090909090909091,23.318181818181817,144.36363636363637,,
417,2015-04,2.2222222222222223,25.11111111111111,215.77777777777777,,
417,2015-05,3.111111111111111,24.444444444444443,172.22222222222223,,
417,2015-06,3.3333333333333335,17.833333333333332,98.33333333333333,,
417,2015-07,2.0,20.5,73.2,,
417,2015-08,2.5555555555555554,18.88888888888889,62.77777777777778,,
417,2015-09,2.3,21.0,100.0,,
417,2015-10,2.0,31.11111111111111,161.55555555555554,,
417,2015-11,3.0,40.888888888888886,271.77777777777777,,
417,2015-12,3.8,35.9,281.4,,
517,2013-01,8.75,24.875,131.0,,
517,2013-02,8.0,23.166666666666668,113.41666666666667,,
517,2013-03,9.25,24.25,123.875,,
517,2013-04,8.181818181818182,25.363636363636363,134.36363636363637,,
517,2013-05,7.375,22.0,115.0,,
517,2013-06,7.090909090909091,20.454545454545453,111.27272727272727,,
517,2013-07,6.0,16.9,69.1,,
517,2013-08,6.5,19.4,93.5,,
517,2013-09,7.2,18.4,96.7,,
517,2013-10,7.0,19.5,89.5,,
517,2013-11,7.7,21.3,130.6,,
517,2013-12,7.777777777777778,21.666666666666668,117.55555555555556,,
517,2014-02,8.0,22.666666666666668,110.33333333333333,,
517,2014-03,7.333333333333333,21.0,101.44444444444444,,
517,2014-05,9.75,27.0,134.125,,
517,2014-06,9.2,20.4,136.6,,
517,2014-07,8.25,24.0,116.25,,
517,2014-09,9.0,24.0,130.0,,
517,2014-10,7.0,22.0,104.5,,
517,2014-11,9.0,21.0,141.0,,
517,2014-12,10.0,27.0,128.0,,
517,2015-01,8.222222222222221,19.444444444444443,113.33333333333333,,
517,2015-02,9.0,28.444444444444443,138.88888888888889,,
517,2015-03,7.333333333333333,21.11111111111111,134.22222222222223,,
517,2015-04,8.4,20.8,139.7,,
517,2015-05,9.11111111111111,21.666666666666668,136.77777777777777,,
517,2015-06,9.444444444444445,24.555555555555557,142.88888888888889,,
517,2015-07,7.111111111111111,19.88888888888889,108.66666666666667,,
517,2015-08,7.222222222222222,22.77777777777778,108.11111111111111,,
517,2015-09,8.555555555555555,27.0,122.0,,
517,2015-11,10.666666666666666,25.0,164.77777777777777,,
517,2015-12,7.333333333333333,22.555555555555557,119.55555555555556,,
518,2013-01,6.5,18.25,104.875,,
518,2013-02,6.636363636363637,17.636363636363637,87.72727272727273,,
518,2013-03,7.0,19.125,105.625,,
518,2013-04,6.9,20.1,109.5,,
518,2013-05,6.125,17.75,91.625,,
518,2013-06,5.8,17.4,82.9,,
518,2013-07,5.0,14.88888888888889,41.44444444444444,,
518,2013-08,5.5,15.3,65.9,,
518,2013-09,6.0,17.4,84.8,,
518,2013-10,5.0,15.5,61.5,,
518,2013-11,6.6,18.2,104.2,,
518,2013-12,6.111111111111111,18.666666666666668,101.77777777777777,,
518,2014-01,6.0,17.0,80.0,,
518,2014-02,6.666666666666667,17.333333333333332,72.0,,
518,2014-03,5.888888888888889,18.0,88.11111111111111,,
518,2014-05,7.875,23.5,107.875,,
518,2014-06,7.0,19.8,94.0,,
518,2014-07,7.0,20.0,84.5,,
518,2014-09,8.0,21.0,106.0,,
518,2014-10,5.0,17.0,87.0,,
518,2014-11,7.0,18.0,89.0,,
518,2014-12,8.0,25.0,121.0,,
518,2015-01,8.333333333333334,25.666666666666668,108.88888888888889,,
518,2015-02,8.11111111111111,26.22222222222222,113.66666666666667,,
518,2015-03,6.222222222222222,20.333333333333332,100.0,,
518,2015-04,7.0,19.8,113.1,,
518,2015-05,7.222222222222222,20.333333333333332,124.66666666666667,,
518,2015-06,7.0,21.333333333333332,117.33333333333333,,
518,2015-07,5.111111111111111,16.666666666666668,79.66666666666667,,
518,2015-08,6.0,20.77777777777778,90.77777777777777,,
518,2015-09,7.444444444444445,21.444444444444443,94.22222222222223,,
518,2015-11,9.11111111111111,22.22222222222222,135.11111111111111,,
518,2015-12,6.444444444444445,20.333333333333332,104.44444444444444,,
534,2011-01,29.0,31.0,180.0,,
534,2011-02,32.0,33.0,178.0,,
534,2011-03,32.0,33.0,176.0,,
534,2011-05,30.0,32.0,174.0,,
534,2011-06,32.0,32.5,176.0,,
534,2011-08,31.0,30.0,174.0,,
534,2011-09,32.75,33.0,172.75,,
534,2011-10,32.0,32.2,172.8,,
534,2011-11,32.2,32.2,173.6,,
534,2011-12,31.0,30.5,172.25,,
534,2012-01,26.666666666666668,26.833333333333332,178.16666666666666,,
534,2012-02,27.0,25.571428571428573,178.0,,
534,2012-03,27.875,27.375,178.0,,
534,2012-04,28.285714285714285,27.714285714285715,178.57142857142858,,
534,2012-05,29.5,28.9,179.5,,
534,2012-06,27.75,28.0,179.375,,
534,2012-07,27.2,28.0,178.6,,
534,2012-08,26.857142857142858,27.571428571428573,178.0,,
534,2012-09,26.5,26.5,177.66666666666666,,
534,2012-10,26.571428571428573,26.285714285714285,179.57142857142858,,
534,2012-11,29.428571428571427,29.142857142857142,179.42857142857142,,
534,2012-12,29.833333333333332,29.166666666666668,176.83333333333334,,
534,2013-01,29.75,29.25,179.25,,
534,2013-02,28.333333333333332,29.166666666666668,180.5,,
534,2013-03,29.0,28.5,180.0,,
534,2013-04,29.625,29.625,177.75,,
534,2013-05,28.375,28.25,176.875,,
534,2013-06,29.0,29.0,178.0,,
534,2013-07,29.571428571428573,29.571428571428573,177.71428571428572,,
534,2013-08,28.8,27.6,176.2,,
534,2013-09,26.833333333333332,26.5,173.33333333333334,,
534,2013-10,25.571428571428573,25.714285714285715,172.0,,
534,2013-11,29.75,29.5,181.0,,
534,2013-12,25.0,25.0,172.2,,
534,2014-01,22.2,21.8,174.6,,
534,2014-02,23.571428571428573,23.714285714285715,173.14285714285714,,
534,2014-03,22.6,22.5,173.9,,
534,2014-04,21.571428571428573,21.857142857142858,172.0,,
534,2014-05,22.714285714285715,23.0,173.0,,
534,2014-06,21.88888888888889,21.88888888888889,173.66666666666666,,
534,2014-07,21.875,21.625,171.75,,
534,2014-08,22.333333333333332,21.333333333333332,173.66666666666666,,
534,2014-09,21.0,21.666666666666668,173.33333333333334,,
534,2014-10,21.444444444444443,22.22222222222222,173.44444444444446,,
534,2014-11,21.4,22.4,174.6,,
534,2014-12,21.5,23.0,173.0,,
534,2015-02,23.375,23.25,174.375,,
534,2015-03,23.0,22.285714285714285,174.0,,
534,2015-04,21.88888888888889,21.88888888888889,172.33333333333334,,
534,2015-05,21.6,23.2,182.6,,
534,2015-06,21.8,22.6,183.8,,
534,2015-07,22.428571428571427,23.0,182.71428571428572,,
534,2015-08,23.22222222222222,23.22222222222222,183.66666666666666,,
534,2015-09,23.125,22.875,183.5,,
534,2015-10,24.0,23.444444444444443,184.88888888888889,,
534,2015-11,26.0,26.444444444444443,190.22222222222223,,
534,2015-12,24.444444444444443,24.444444444444443,189.0,,
535,2011-01,27.25,25.0,145.75,,
535,2011-02,23.857142857142858,23.0,146.28571428571428,,
535,2011-03,25.833333333333332,25.333333333333332,146.16666666666666,,
535,2011-04,25.5,26.0,156.25,,
535,2011-05,28.0,28.5,157.75,,
535,2011-06,26.285714285714285,25.285714285714285,156.57142857142858,,
535,2011-07,28.142857142857142,28.285714285714285,162.14285714285714,,
535,2011-08,28.75,28.75,160.25,,
535,2011-09,27.375,26.75,157.125,,
535,2011-10,26.333333333333332,26.5,156.5,,
535,2011-11,25.833333333333332,26.0,156.0,,
535,2011-12,25.5,25.5,153.0,,
535,2012-01,24.285714285714285,23.142857142857142,158.57142857142858,,
535,2012-02,24.571428571428573,23.714285714285715,159.57142857142858,,
535,2012-03,23.857142857142858,23.571428571428573,157.71428571428572,,
535,2012-04,23.666666666666668,23.22222222222222,158.44444444444446,,
535,2012-05,23.444444444444443,23.444444444444443,159.55555555555554,,
535,2012-06,22.8,22.4,159.4,,
535,2012-07,21.8,22.0,155.8,,
535,2012-08,22.25,23.25,156.0,,
535,2012-09,20.375,20.125,157.125,,
535,2012-10,20.875,20.875,156.375,,
535,2012-11,23.0,23.5,159.5,,
535,2012-12,23.25,22.75,160.5,,
535,2013-01,21.25,23.0,145.75,,
535,2013-02,22.6,22.6,151.8,,
535,2013-03,21.444444444444443,20.77777777777778,152.33333333333334,,
535,2013-04,21.5,22.5,149.625,,
535,2013-05,21.666666666666668,22.0,152.16666666666666,,
535,2013-06,22.75,22.5,152.25,,
535,2013-07,20.5,20.75,148.0,,
535,2013-08,20.8,21.8,145.6,,
535,2013-09,20.142857142857142,24.0,145.42857142857142,,
535,2013-10,20.875,20.75,146.375,,
535,2013-11,19.5,22.5,141.0,,
535,2013-12,20.0,21.0,144.66666666666666,,
535,2014-01,20.0,20.5,140.5,,
535,2014-02,20.0,20.428571428571427,141.85714285714286,,
535,2014-03,21.25,17.666666666666668,139.33333333333334,,
535,2014-04,20.0,20.0,141.66666666666666,,
535,2014-05,19.88888888888889,20.571428571428573,141.75,,
535,2014-06,19.25,20.25,142.5,,
535,2014-07,19.75,20.142857142857142,143.14285714285714,,
535,2014-08,19.666666666666668,20.0,142.0,,
535,2014-09,20.166666666666668,20.333333333333332,140.83333333333334,,
535,2014-10,19.0,19.0,145.0,,
535,2014-11,22.0,11.5,140.33333333333334,,
535,2014-12,18.875,19.25,145.25,,
535,2015-02,22.375,21.875,143.875,,
535,2015-03,21.88888888888889,21.88888888888889,142.55555555555554,,
535,2015-04,21.666666666666668,21.444444444444443,141.55555555555554,,
535,2015-05,22.6,22.8,149.2,,
535,2015-06,22.5,22.75,150.5,,
535,2015-07,22.6,22.8,153.0,,
535,2015-08,23.11111111111111,22.555555555555557,153.88888888888889,,
535,2015-09,23.11111111111111,22.77777777777778,154.0,,
535,2015-10,23.125,23.375,156.25,,
535,2015-11,26.0,26.0,165.11111111111111,,
535,2015-12,24.333333333333332,24.333333333333332,165.11111111111111,,
550,2011-01,4.75,50.25,129.0,,
550,2011-02,5.25,53.0,129.5,,
550,2011-03,4.833333333333333,48.75,129.58333333333334,,
550,2011-04,5.0,52.25,135.25,,
550,2011-05,5.2,55.8,127.4,,
550,2011-06,5.0,49.111111111111114,129.11111111111111,,
550,2011-07,4.0,44.0,119.0,,
550,2011-08,5.25,51.5,120.0,,
550,2011-09,4.571428571428571,46.42857142857143,127.14285714285714,,
550,2011-10,4.6,39.8,113.0,,
550,2011-11,4.4,41.6,117.2,,
550,2011-12,4.636363636363637,46.72727272727273,124.72727272727273,,
550,2012-01,4.0,45.0,124.8,,
550,2012-02,4.0,45.2,125.8,,
550,2012-03,4.0,43.583333333333336,130.91666666666666,,
550,2012-04,4.0,47.6,130.6,,
550,2012-05,4.0,46.666666666666664,129.66666666666666,,
550,2012-06,4.166666666666667,42.0,130.91666666666666,,
550,2012-09,4.142857142857143,43.285714285714285,129.28571428571428,,
550,2012-10,5.4,38.0,132.8,,
550,2012-12,4.285714285714286,42.42857142857143,125.85714285714286,,
551,2011-01,5.0,37.0,109.8,,
551,2011-02,5.0,40.333333333333336,120.83333333333333,,
551,2011-03,4.625,43.375,121.625,,
551,2011-04,4.428571428571429,41.714285714285715,120.28571428571429,,
551,2011-05,4.777777777777778,39.44444444444444,117.0,,
551,2011-08,4.428571428571429,41.0,113.42857142857143,,
551,2011-10,4.166666666666667,41.5,112.0,,
551,2011-11,4.111111111111111,42.55555555555556,119.33333333333333,,
551,2011-12,4.777777777777778,44.333333333333336,129.44444444444446,,
551,2012-01,4.0,42.38461538461539,127.46153846153847,,
551,2012-02,4.0,45.0,125.8,,
551,2012-03,4.0,44.6,125.8,,
551,2012-04,4.0,44.166666666666664,129.5,,
551,2012-05,4.333333333333333,46.166666666666664,132.33333333333334,,
551,2012-06,4.4,34.4,131.2,,
551,2012-07,4.0,40.142857142857146,129.85714285714286,,
551,2012-10,4.416666666666667,38.666666666666664,129.66666666666666,,
553,2011-01,17.25,19.5,127.25,,
553,2011-02,17.0,19.571428571428573,130.28571428571428,,
553,2011-03,17.0,19.6,137.4,,
553,2011-04,17.5,20.0,129.25,,
553,2011-05,17.125,20.375,137.5,,
553,2011-06,15.166666666666666,20.166666666666668,121.83333333333333,,
553,2011-07,15.5,19.0,120.42857142857143,,
553,2011-08,16.25,19.375,118.5,,
553,2011-09,17.0,19.875,121.25,,
553,2011-10,17.5,20.5,123.66666666666667,,
553,2011-11,17.444444444444443,20.0,130.88888888888889,,
553,2011-12,17.444444444444443,20.88888888888889,132.22222222222223,,
553,2012-01,18.125,21.375,135.5,,
553,2012-02,18.0,21.5,136.0,,
553,2012-03,18.0,21.4,135.6,,
553,2012-04,18.833333333333332,22.5,145.83333333333334,,
553,2012-05,18.285714285714285,21.285714285714285,142.0,,
553,2012-06,17.88888888888889,21.333333333333332,138.11111111111111,,
553,2012-07,17.857142857142858,21.0,136.14285714285714,,
553,2012-08,18.0,21.5,147.0,,
553,2012-09,18.6,21.4,140.2,,
553,2012-10,18.0,21.333333333333332,137.16666666666666,,
553,2012-11,18.625,22.75,148.28571428571428,,
553,2012-12,19.166666666666668,22.5,149.66666666666666,,
553,2013-01,19.0,23.875,148.375,,
553,2013-02,18.5,22.0,151.5,,
553,2013-03,20.0,31.5,146.5,,
553,2013-04,19.0,27.5,146.5,,
553,2013-05,18.5,22.5,146.5,,
553,2013-06,18.285714285714285,23.857142857142858,143.0,,
553,2013-08,19.0,26.2,147.6,,
553,2013-09,19.75,32.0,142.25,,
553,2013-10,19.666666666666668,32.333333333333336,145.83333333333334,,
553,2013-11,19.666666666666668,39.5,149.16666666666666,,
553,2013-12,22.77777777777778,30.11111111111111,153.0,,
553,2014-01,18.0,29.5,136.0,,
553,2014-02,20.0,33.0,145.0,,
553,2014-03,19.0,32.0,143.0,,
553,2014-04,19.0,32.0,133.0,,
553,2014-05,19.166666666666668,32.0,140.66666666666666,,
553,2014-06,19.0,32.42857142857143,142.14285714285714,,
553,2014-07,18.4,31.0,136.2,,
553,2014-08,18.2,31.0,138.2,,
553,2014-09,19.0,33.0,151.0,,
553,2014-10,18.666666666666668,32.833333333333336,143.33333333333334,,
553,2014-11,18.0,28.0,131.0,,
553,2015-01,19.375,32.125,144.125,,
553,2015-02,19.428571428571427,33.0,145.0,,
553,2015-03,19.428571428571427,31.571428571428573,142.0,,
553,2015-04,19.166666666666668,32.5,153.83333333333334,,
553,2015-05,19.11111111111111,33.0,149.88888888888889,,
553,2015-06,19.22222222222222,32.44444444444444,147.0,,
553,2015-07,18.625,32.125,138.875,,
553,2015-08,19.25,32.875,139.125,,
553,2015-09,19.875,33.5,145.375,,
553,2015-10,19.2,34.2,147.2,,
553,2015-11,19.8,33.8,148.4,,
553,2015-12,20.375,34.0,153.375,,
554,2012-01,4.625,32.75,472.2075,,
554,2012-02,4.444444444444445,27.77777777777778,382.03666666666663,,
554,2012-03,4.888888888888889,35.77777777777778,387.3333333333333,,
554,2012-04,5.0,31.375,366.875,,
554,2012-05,6.0,34.18181818181818,340.8790909090909,,
554,2012-06,4.0,33.22222222222222,353.4455555555556,,
554,2012-07,4.5,33.25,271.20875,,
554,2012-08,3.888888888888889,32.44444444444444,278.9622222222222,,
554,2012-09,3.625,29.125,312.12375,,
554,2012-10,4.888888888888889,38.666666666666664,243.92555555555555,,
554,2012-11,6.5,42.2,424.433,,
554,2012-12,4.444444444444445,39.333333333333336,329.74111111111114,,
554,2013-01,7.777777777777778,40.111111111111114,296.0,,
554,2013-02,5.444444444444445,32.333333333333336,322.77777777777777,,
554,2013-03,5.25,38.75,238.625,,
554,2013-04,5.4,34.4,242.9,,
554,2013-05,6.25,38.0,210.375,,
554,2013-06,4.25,38.5,250.5,,
554,2013-07,5.0,23.0,238.375,,
554,2013-08,4.75,21.125,220.625,,
554,2013-09,5.0,21.333333333333332,252.77777777777777,,
554,2013-10,4.75,29.5,231.2,,
554,2013-11,7.0,26.77777777777778,263.0,,
554,2013-12,4.875,38.875,261.5,,
554,2014-01,4.0,34.0,287.9,,
554,2014-02,6.142857142857143,27.857142857142858,272.0,,
554,2014-03,4.5,31.2,273.2,,
554,2014-04,5.25,31.125,239.625,,
554,2014-05,4.666666666666667,26.555555555555557,290.77777777777777,,
554,2014-06,4.5,25.25,270.125,,
554,2014-07,4.166666666666667,24.875,275.875,,
554,2014-08,4.222222222222222,29.0,249.6,,
554,2014-09,2.8,25.857142857142858,247.57142857142858,,
554,2014-10,3.6666666666666665,36.2,234.9,,
554,2014-11,4.571428571428571,37.5,278.375,,
554,2014-12,3.7,36.8,252.9,,
554,2015-01,3.5,41.125,296.75,,
554,2015-02,3.5,37.625,239.0,,
554,2015-03,4.444444444444445,35.0,231.11111111111111,,
554,2015-04,4.111111111111111,33.44444444444444,263.1111111111111,,
554,2015-05,4.6,16.375,262.75,,
554,2015-06,5.666666666666667,23.444444444444443,293.3333333333333,,
554,2015-07,4.75,20.333333333333332,265.8888888888889,,
554,2015-08,3.2857142857142856,19.333333333333332,289.1111111111111,,
554,2015-09,2.0,20.444444444444443,268.22222222222223,,
554,2015-10,4.5,20.0,260.75,,
554,2015-11,6.625,41.44444444444444,262.44444444444446,,
554,2015-12,4.555555555555555,40.666666666666664,302.22222222222223,,
555,2012-01,3.875,23.875,362.5,,
555,2012-02,4.0,24.0,323.6666666666667,,
555,2012-03,3.5,29.375,313.625,,
555,2012-04,3.875,27.5,261.875,,
555,2012-05,4.1,29.7,285.5,,
555,2012-06,3.0,29.88888888888889,297.8888888888889,,
555,2012-07,3.3333333333333335,26.666666666666668,268.3333333333333,,
555,2012-08,3.142857142857143,27.285714285714285,256.2857142857143,,
555,2012-09,2.75,23.0,253.125,,
555,2012-10,3.5,36.0,211.375,,
555,2012-11,4.1,33.9,310.5,,
555,2012-12,3.5,33.75,281.375,,
555,2013-01,5.111111111111111,33.22222222222222,217.55555555555554,,
555,2013-02,3.7777777777777777,28.444444444444443,258.55555555555554,,
555,2013-03,3.625,32.125,213.375,,
555,2013-04,4.3,28.3,203.7,,
555,2013-05,3.625,30.25,170.125,,
555,2013-06,3.375,32.0,215.25,,
555,2013-07,3.25,18.25,202.375,,
555,2013-08,4.375,17.5,205.375,,
555,2013-09,4.125,17.333333333333332,239.77777777777777,,
555,2013-10,2.8,24.8,213.3,,
555,2013-11,5.625,21.88888888888889,230.66666666666666,,
555,2013-12,3.75,28.75,233.875,,
555,2014-01,3.4444444444444446,24.9,246.2,,
555,2014-02,5.428571428571429,23.428571428571427,250.85714285714286,,
555,2014-03,4.0,25.3,246.5,,
555,2014-04,4.125,23.875,207.5,,
555,2014-05,3.6666666666666665,21.11111111111111,247.55555555555554,,
555,2014-06,4.285714285714286,19.75,240.875,,
555,2014-07,2.4,18.625,239.125,,
555,2014-08,3.875,22.9,237.7,,
555,2014-09,2.75,18.285714285714285,205.28571428571428,,
555,2014-10,2.857142857142857,29.0,221.2,,
555,2014-11,3.3333333333333335,30.25,241.625,,
555,2014-12,3.5,33.8,234.4,,
555,2015-01,3.625,34.0,233.375,,
555,2015-02,3.25,32.375,181.125,,
555,2015-03,4.0,31.666666666666668,202.44444444444446,,
555,2015-04,3.75,27.22222222222222,234.22222222222223,,
555,2015-05,3.2,12.5,232.625,,
555,2015-06,5.111111111111111,14.222222222222221,254.0,,
555,2015-07,4.5,14.222222222222221,239.22222222222223,,
555,2015-08,3.4285714285714284,12.222222222222221,234.88888888888889,,
555,2015-09,1.8571428571428572,14.777777777777779,227.66666666666666,,
555,2015-10,3.4,13.375,233.125,,
555,2015-11,5.5,29.77777777777778,230.33333333333334,,
555,2015-12,4.0,34.111111111111114,260.44444444444446,,
6,2012-01,18.0,29.0,153.0,,
6,2012-02,17.666666666666668,28.555555555555557,135.55555555555554,,
6,2012-03,18.0,28.0,134.25,,
6,2012-04,18.0,28.5,137.66666666666666,,
6,2012-05,18.181818181818183,28.636363636363637,144.54545454545453,,
6,2012-06,17.375,27.0,130.0,,
6,2012-07,15.875,23.75,114.25,,
6,2012-08,15.5,23.25,119.75,,
6,2012-09,16.5,24.5,124.125,,
6,2012-10,17.666666666666668,27.0,128.0,,
6,2012-11,18.22222222222222,28.77777777777778,131.22222222222223,,
6,2012-12,17.77777777777778,28.11111111111111,137.22222222222223,,
6,2013-01,18.333333333333332,29.5,148.5,,
6,2013-02,17.571428571428573,27.142857142857142,136.57142857142858,,
6,2013-03,17.333333333333332,26.555555555555557,122.55555555555556,,
6,2013-04,17.714285714285715,27.571428571428573,133.42857142857142,,
6,2013-05,17.6,27.2,128.2,,
6,2013-07,16.25,23.875,118.25,,
6,2013-08,18.0,215.0,136.0,,
6,2013-09,16.666666666666668,24.5,123.5,,
6,2013-10,17.5,26.6,129.7,,
6,2013-11,17.571428571428573,26.714285714285715,128.28571428571428,,
6,2013-12,17.8,27.6,135.5,,
6,2014-01,17.8,27.4,129.0,,
6,2014-02,17.25,26.375,122.0,,
6,2014-03,17.5,26.5,131.375,,
6,2014-04,19.3,27.1,135.1,,
6,2014-05,17.5,26.25,133.125,,
6,2014-06,17.5,26.75,130.5,,
6,2014-07,16.444444444444443,24.666666666666668,111.77777777777777,,
6,2014-08,17.571428571428573,26.285714285714285,123.875,,
6,2014-09,17.22222222222222,26.333333333333332,122.11111111111111,,
6,2014-10,17.444444444444443,26.11111111111111,124.88888888888889,,
6,2014-11,17.7,27.3,136.6,,
6,2014-12,17.857142857142858,28.0,138.14285714285714,,
6,2015-01,18.0,28.75,141.0,,
6,2015-02,18.0,28.5,137.5,,
6,2015-03,17.77777777777778,27.22222222222222,131.77777777777777,,
6,2015-04,18.0,28.22222222222222,138.77777777777777,,
6,2015-05,18.125,29.0,142.875,,
6,2015-06,17.22222222222222,25.666666666666668,137.11111111111111,,
6,2015-08,17.0,24.875,110.125,,
6,2015-09,17.125,25.75,121.625,,
6,2015-10,17.833333333333332,26.5,122.42857142857143,,
6,2015-11,18.125,28.375,134.125,,
6,2015-12,18.0,28.22222222222222,141.88888888888889,,
7,2012-01,18.0,27.6,127.8,,
7,2012-02,18.09090909090909,28.727272727272727,143.8181818181818,,
7,2012-03,18.0,27.5,130.5,,
7,2012-04,17.88888888888889,33.888888888888886,146.11111111111111,,
7,2012-05,17.88888888888889,28.333333333333332,148.33333333333334,,
7,2012-06,17.25,27.25,141.875,,
7,2012-07,16.714285714285715,25.714285714285715,135.42857142857142,,
7,2012-08,16.88888888888889,25.444444444444443,118.0,,
7,2012-09,16.75,25.5,127.5,,
7,2012-10,17.0,25.625,121.25,,
7,2012-11,17.88888888888889,90.88888888888889,141.33333333333334,,
7,2012-12,18.285714285714285,29.0,146.85714285714286,,
7,2013-01,17.875,28.125,142.875,,
7,2013-02,17.77777777777778,27.555555555555557,137.44444444444446,,
7,2013-03,17.714285714285715,26.428571428571427,131.28571428571428,,
7,2013-04,17.8,27.3,143.2,,
7,2013-06,18.0,27.333333333333332,130.66666666666666,,
7,2013-07,17.142857142857142,25.714285714285715,128.85714285714286,,
7,2013-08,17.0,25.5,127.0,,
7,2013-09,17.25,25.875,130.5,,
7,2013-10,17.5,27.25,133.25,,
7,2013-11,17.9,27.2,135.3,,
7,2013-12,18.4,29.8,148.2,,
7,2014-01,17.5,27.3,130.0,,
7,2014-02,17.714285714285715,27.428571428571427,130.28571428571428,,
7,2014-03,17.625,27.375,134.125,,
7,2014-04,18.0,28.0,139.88888888888889,,
7,2014-05,17.77777777777778,27.88888888888889,145.44444444444446,,
7,2014-06,17.375,26.625,133.625,,
7,2014-07,16.77777777777778,25.444444444444443,119.0,,
7,2014-08,17.77777777777778,27.0,131.0,,
7,2014-09,17.75,26.625,133.0,,
7,2014-10,17.77777777777778,27.555555555555557,126.2,,
7,2014-11,17.666666666666668,27.333333333333332,137.0,,
7,2014-12,18.142857142857142,29.0,140.57142857142858,,
7,2015-01,18.125,28.5,142.4583333375,,
7,2015-02,18.0,29.0,143.625,,
7,2015-03,17.625,27.0,133.81481482222222,,
7,2015-04,17.88888888888889,27.88888888888889,141.66666666666666,,
7,2015-05,17.875,28.5,148.12499998750002,,
7,2015-06,16.77777777777778,25.11111111111111,139.81481482222222,,
7,2015-08,17.0,25.571428571428573,111.9583333375,,
7,2015-09,17.0,25.625,119.60416667499999,,
7,2015-10,17.75,26.25,123.95833332500001,,
7,2015-11,18.0,28.375,137.125,,
7,2015-12,18.0,28.333333333333332,187.14814815555553,,
712,2011-01,10.11111111111111,22.22222222222222,210.77777777777777,,
712,2011-02,8.875,22.625,154.625,,
712,2011-03,8.5,22.625,163.75,,
712,2011-04,9.5,23.0,184.875,,
712,2011-05,12.11111111111111,23.666666666666668,169.44444444444446,,
712,2011-06,12.222222222222221,27.555555555555557,100.33333333333333,,
712,2011-07,14.75,23.625,107.0,,
712,2011-08,12.857142857142858,16.857142857142858,131.71428571428572,,
712,2011-09,15.0,20.11111111111111,143.11111111111111,,
712,2011-10,23.555555555555557,29.666666666666668,198.44444444444446,,
712,2011-11,16.88888888888889,34.55555555555556,189.22222222222223,,
712,2011-12,19.666666666666668,39.333333333333336,244.44444444444446,,
712,2012-01,16.857142857142858,27.857142857142858,176.57142857142858,,
712,2012-02,14.8,28.1,169.2,,
712,2012-03,13.625,24.625,195.75,,
712,2012-04,11.142857142857142,22.714285714285715,203.42857142857142,,
712,2012-05,12.6,25.8,244.6,,
712,2012-06,13.8,25.7,196.4,,
712,2012-07,11.285714285714286,22.571428571428573,147.14285714285714,,
712,2012-08,10.125,17.25,134.0,,
712,2012-09,13.6,23.2,152.5,,
712,2012-10,17.125,24.125,186.125,,
712,2012-11,23.875,34.875,223.25,,
712,2012-12,15.3,31.2,213.4,,
712,2013-01,18.77777777777778,30.11111111111111,196.22222222222223,,
